BPM,SpO2,Temp,Humidity,Motion(AX),Motion(AY),Motion(AZ),Lat,Lon,Label
110,95.6,31.6,44.0,1280,-2160,15884,13.127284,79.917411,Fatigue
125,95.0,31.9,44.1,1180,-2680,15820,13.127283,79.917410,Panic_Risk
130,95.6,31.6,44.0,1280,-2160,15884,13.127284,79.917411,Panic_Risk
149,94.0,31.9,44.1,1180,-2680,15820,13.127283,79.917410,Panic_Risk
77,96.8,31.0,42.4,-800,-250,16000,13.127282,79.917409,Normal
96,96.4,31.4,43.3,-1200,-220,15980,13.127281,79.917408,Normal
124,95.8,31.2,43.6,-1600,-180,15960,13.127280,79.917407,Fatigue
146,94.4,31.4,43.3,-1200,-220,15980,13.127281,79.917408,Panic_Risk
154,95.8,31.2,43.6,-1600,-180,15960,13.127280,79.917407,Panic_Risk
78,96.6,31.7,42.0,2200,-210,16008,13.127279,79.917406,Normal
98,96.2,31.8,43.1,2800,-176,15972,13.127278,79.917405,Normal
108,95.6,31.9,44.4,3440,-144,15936,13.127277,79.917404,Normal
118,96.6,31.7,42.0,2200,-210,16008,13.127279,79.917406,Fatigue
149,95.2,31.8,43.1,2800,-176,15972,13.127278,79.917405,Panic_Risk
158,94.6,31.9,44.4,3440,-144,15936,13.127277,79.917404,Panic_Risk
86,97.0,31.4,42.9,1412,-220,17280,13.127276,79.917403,Normal
94,96.6,31.7,43.8,1440,-204,17680,13.127275,79.917402,Normal
103,96.0,31.3,43.6,1456,-188,18080,13.127274,79.917401,Fatigue
126,95.0,31.4,42.9,1412,-220,17280,13.127276,79.917403,Panic_Risk
134,95.6,31.7,43.8,1440,-204,17680,13.127275,79.917402,Panic_Risk
143,95.0,31.3,43.6,1456,-188,18080,13.127274,79.917401,Panic_Risk
78,96.8,31.1,42.1,1420,-260,14880,13.127273,79.917400,Normal
87,96.2,31.4,43.6,1400,-292,14460,13.127272,79.917399,Fatigue
90,95.6,31.3,43.4,1384,-324,14040,13.127271,79.917398,Fatigue
112,96.8,31.1,42.1,1420,-260,14880,13.127273,79.917400,Fatigue
127,93.2,31.4,43.6,1400,-292,14460,13.127272,79.917399,Panic_Risk
136,95.6,31.3,43.4,1384,-324,14040,13.127271,79.917398,Panic_Risk
78,94.8,31.7,45.8,980,2860,16016,13.127270,79.917397,Normal
110,94.0,31.8,46.9,720,3820,16124,13.127269,79.917396,Fatigue
123,93.0,31.4,47.7,460,4780,16260,13.127268,79.917395,Fatigue
148,94.8,31.7,45.8,980,2860,16016,13.127270,79.917397,Panic_Risk
150,94.0,31.8,46.9,720,3820,16124,13.127269,79.917396,Panic_Risk
163,93.0,31.4,47.7,460,4780,16260,13.127268,79.917395,Panic_Risk
94,94.4,31.2,45.4,1560,-3360,16040,13.127267,79.917394,Normal
117,93.6,31.3,46.5,1740,-4340,16156,13.127266,79.917393,Fatigue
120,92.6,31.8,47.5,1940,-5320,16296,13.127265,79.917392,Fatigue
134,94.4,31.2,45.4,1560,-3360,16040,13.127267,79.917394,Panic_Risk
147,93.6,31.3,46.5,1740,-4340,16156,13.127266,79.917393,Panic_Risk
160,92.6,31.8,47.5,1940,-5320,16296,13.127265,79.917392,Panic_Risk
66,94.6,31.1,45.0,-3200,-260,16020,13.127264,79.917391,Normal
95,93.8,31.4,46.7,-4800,-220,15980,13.127263,79.917390,Fatigue
118,92.8,31.3,47.5,-6400,-180,15940,13.127262,79.917389,Fatigue
132,94.6,31.1,45.0,-3200,-260,16020,13.127264,79.917391,Panic_Risk
145,93.8,31.4,46.7,-4800,-220,15980,13.127263,79.917390,Panic_Risk
158,92.8,31.3,47.5,-6400,-180,15940,13.127262,79.917389,Panic_Risk
88,94.2,31.5,46.7,4200,-164,16088,13.127261,79.917388,Normal
109,93.2,31.0,47.2,5480,-120,16196,13.127260,79.917387,Fatigue
113,92.0,31.7,48.9,6880,-84,16324,13.127259,79.917386,Fatigue
126,94.2,31.5,46.7,4200,-164,16088,13.127261,79.917388,Panic_Risk
149,93.2,31.0,47.2,5480,-120,16196,13.127260,79.917387,Panic_Risk
150,92.0,31.7,48.9,6880,-84,16324,13.127259,79.917386,Panic_Risk
90,93.8,31.4,46.1,1560,-208,19120,13.127258,79.917385,Normal
104,92.8,31.8,47.1,1720,-152,20640,13.127257,79.917384,Fatigue
128,91.6,31.2,48.3,1880,-96,20420,13.127256,79.917383,Fatigue
140,93.8,31.4,46.1,1560,-208,19120,13.127258,79.917385,Panic_Risk
154,92.8,31.8,47.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
168,91.6,31.2,48.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
94,93.2,31.7,47.2,1500,-308,13680,13.127255,79.917382,Normal
108,92.2,31.8,48.9,1640,-420,12420,13.127254,79.917381,Fatigue
112,91.0,31.3,49.7,1780,-536,11540,13.127253,79.917380,Fatigue
124,93.2,31.7,47.2,1500,-308,13680,13.127255,79.917382,Panic_Risk
148,92.2,31.8,48.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
162,91.0,31.3,49.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
90,96.0,31.4,43.3,4400,2000,13000,13.127252,79.917379,Normal
108,95.4,31.9,44.7,5400,2600,11600,13.127251,79.917378,Normal
117,94.8,31.2,44.5,6400,3200,10200,13.127250,79.917377,Fatigue
130,96.0,31.4,43.3,4400,2000,13000,13.127252,79.917379,Panic_Risk
158,95.4,31.9,44.7,5400,2600,11600,13.127251,79.917378,Injury_Risk
177,94.8,31.2,44.5,6400,3200,10200,13.127250,79.917377,Injury_Risk
136,90.8,31.7,50.1,2380,3680,16640,13.127249,79.917376,Panic_Risk
148,89.6,31.8,51.3,2660,-4280,17000,13.127248,79.917375,Panic_Risk
167,88.2,31.9,52.4,-3080,920,17420,13.127247,79.917374,Panic_Risk
186,90.8,31.7,50.1,2380,3680,16640,13.127249,79.917376,Panic_Risk
189,89.6,31.8,51.3,2660,-4280,17000,13.127248,79.917375,Panic_Risk
190,88.2,31.9,52.4,-3080,920,17420,13.127247,79.917374,Panic_Risk
65,99.0,30.2,40.2,1412,-228,15976,13.127296,79.917423,Normal
69,98.8,30.3,40.3,1424,-212,16020,13.127295,79.917422,Normal
77,98.5,30.5,41.5,1400,-260,16032,13.127294,79.917421,Normal
84,99.0,30.2,40.2,1412,-228,15976,13.127296,79.917423,Normal
90,98.8,30.3,40.3,1424,-212,16020,13.127295,79.917422,Normal
67,98.5,30.5,41.5,1400,-260,16032,13.127294,79.917421,Normal
114,98.2,30.6,41.6,1432,-236,15992,13.127293,79.917420,Fatigue
137,98.5,30.5,41.5,1400,-260,16032,13.127294,79.917421,Panic_Risk
149,98.2,30.6,41.6,1432,-236,15992,13.127293,79.917420,Panic_Risk
71,97.8,30.5,42.6,1500,-160,16048,13.127292,79.917419,Normal
88,97.4,30.9,42.4,1476,320,16120,13.127291,79.917418,Normal
95,97.0,30.7,42.5,1448,760,16168,13.127290,79.917417,Normal
112,96.6,30.0,43.2,1512,-500,16100,13.127289,79.917416,Fatigue
133,97.0,30.7,42.5,1448,760,16168,13.127290,79.917417,Panic_Risk
142,96.6,30.0,43.2,1512,-500,16100,13.127289,79.917416,Panic_Risk
70,96.2,30.4,43.9,1180,1320,15952,13.127288,79.917415,Normal
68,95.8,30.3,44.2,1080,1840,15876,13.127287,79.917414,Normal
72,95.2,30.6,44.7,980,2360,15812,13.127286,79.917413,Normal
88,95.8,30.3,44.2,1080,1840,15876,13.127287,79.917414,Normal
98,95.2,30.6,44.7,980,2360,15812,13.127286,79.917413,Normal
120,96.2,30.4,43.9,1180,1320,15952,13.127288,79.917415,Fatigue
138,95.8,30.3,44.2,1080,1840,15876,13.127287,79.917414,Panic_Risk
146,95.2,30.6,44.7,980,2360,15812,13.127286,79.917413,Panic_Risk
82,96.0,30.1,43.3,1360,-1640,15940,13.127285,79.917412,Normal
110,95.6,30.6,44.0,1280,-2160,15884,13.127284,79.917411,Fatigue
125,95.0,30.9,44.1,1180,-2680,15820,13.127283,79.917410,Panic_Risk
130,95.6,30.6,44.0,1280,-2160,15884,13.127284,79.917411,Panic_Risk
149,95.0,30.9,44.1,1180,-2680,15820,13.127283,79.917410,Panic_Risk
77,96.8,30.0,42.4,-800,-250,16000,13.127282,79.917409,Normal
96,96.4,30.4,43.3,-1200,-220,15980,13.127281,79.917408,Normal
124,95.8,30.2,43.6,-1600,-180,15960,13.127280,79.917407,Fatigue
146,94.4,30.4,43.3,-1200,-220,15980,13.127281,79.917408,Panic_Risk
154,94.8,30.2,43.6,-1600,-180,15960,13.127280,79.917407,Panic_Risk
69,96.6,30.7,42.0,2200,-210,16008,13.127279,79.917406,Normal
78,96.2,30.8,43.1,2800,-176,15972,13.127278,79.917405,Normal
67,96.6,30.7,42.0,2200,-210,16008,13.127279,79.917406,Normal
98,96.2,30.8,43.1,2800,-176,15972,13.127278,79.917405,Normal
108,95.6,30.9,44.4,3440,-144,15936,13.127277,79.917404,Normal
118,96.6,30.7,42.0,2200,-210,16008,13.127279,79.917406,Fatigue
149,92.2,30.8,43.1,2800,-176,15972,13.127278,79.917405,Panic_Risk
158,94.6,30.9,44.4,3440,-144,15936,13.127277,79.917404,Panic_Risk
86,97.0,30.4,42.9,1412,-220,17280,13.127276,79.917403,Normal
94,96.6,30.7,43.8,1440,-204,17680,13.127275,79.917402,Normal
103,96.0,30.3,43.6,1456,-188,18080,13.127274,79.917401,Fatigue
126,94.0,30.4,42.9,1412,-220,17280,13.127276,79.917403,Panic_Risk
134,95.6,30.7,43.8,1440,-204,17680,13.127275,79.917402,Panic_Risk
143,95.0,30.3,43.6,1456,-188,18080,13.127274,79.917401,Panic_Risk
78,96.8,30.1,42.1,1420,-260,14880,13.127273,79.917400,Normal
87,96.2,30.4,43.6,1400,-292,14460,13.127272,79.917399,Fatigue
90,95.6,30.3,43.4,1384,-324,14040,13.127271,79.917398,Fatigue
112,96.8,30.1,42.1,1420,-260,14880,13.127273,79.917400,Fatigue
127,91.2,30.4,43.6,1400,-292,14460,13.127272,79.917399,Panic_Risk
136,90.6,30.3,43.4,1384,-324,14040,13.127271,79.917398,Panic_Risk
88,94.8,30.7,45.8,980,2860,16016,13.127270,79.917397,Normal
110,94.0,30.8,46.9,720,3820,16124,13.127269,79.917396,Fatigue
123,93.0,30.4,47.7,460,4780,16260,13.127268,79.917395,Fatigue
148,94.8,30.7,45.8,980,2860,16016,13.127270,79.917397,Panic_Risk
150,94.0,30.8,46.9,720,3820,16124,13.127269,79.917396,Panic_Risk
163,93.0,30.4,47.7,460,4780,16260,13.127268,79.917395,Panic_Risk
94,94.4,30.2,45.4,1560,-3360,16040,13.127267,79.917394,Normal
117,93.6,30.3,46.5,1740,-4340,16156,13.127266,79.917393,Fatigue
120,92.6,30.8,47.5,1940,-5320,16296,13.127265,79.917392,Fatigue
134,94.4,30.2,45.4,1560,-3360,16040,13.127267,79.917394,Panic_Risk
147,93.6,30.3,46.5,1740,-4340,16156,13.127266,79.917393,Panic_Risk
160,92.6,30.8,47.5,1940,-5320,16296,13.127265,79.917392,Panic_Risk
82,94.6,30.1,45.0,-3200,-260,16020,13.127264,79.917391,Normal
95,93.8,30.4,46.7,-4800,-220,15980,13.127263,79.917390,Fatigue
118,92.8,30.3,47.5,-6400,-180,15940,13.127262,79.917389,Fatigue
132,94.6,30.1,45.0,-3200,-260,16020,13.127264,79.917391,Panic_Risk
145,93.8,30.4,46.7,-4800,-220,15980,13.127263,79.917390,Panic_Risk
158,92.8,30.3,47.5,-6400,-180,15940,13.127262,79.917389,Panic_Risk
96,94.2,30.5,46.7,4200,-164,16088,13.127261,79.917388,Normal
109,93.2,30.0,47.2,5480,-120,16196,13.127260,79.917387,Fatigue
113,92.0,30.7,48.9,6880,-84,16324,13.127259,79.917386,Fatigue
126,94.2,30.5,46.7,4200,-164,16088,13.127261,79.917388,Panic_Risk
149,93.2,30.0,47.2,5480,-120,16196,13.127260,79.917387,Panic_Risk
150,92.0,30.7,48.9,6880,-84,16324,13.127259,79.917386,Panic_Risk
90,93.8,30.4,46.1,1560,-208,19120,13.127258,79.917385,Normal
104,92.8,30.8,47.1,1720,-152,20640,13.127257,79.917384,Fatigue
128,91.6,30.2,48.3,1880,-96,20420,13.127256,79.917383,Fatigue
140,93.8,30.4,46.1,1560,-208,19120,13.127258,79.917385,Panic_Risk
154,92.8,30.8,47.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
168,91.6,30.2,48.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
94,93.2,30.7,47.2,1500,-308,13680,13.127255,79.917382,Normal
108,92.2,30.8,48.9,1640,-420,12420,13.127254,79.917381,Fatigue
112,91.0,30.3,49.7,1780,-536,11540,13.127253,79.917380,Fatigue
124,93.2,30.7,47.2,1500,-308,13680,13.127255,79.917382,Panic_Risk
148,92.2,30.8,48.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
162,91.0,30.3,49.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
90,96.0,30.4,43.3,4400,2000,13000,13.127252,79.917379,Normal
108,95.4,30.9,44.7,5400,2600,11600,13.127251,79.917378,Normal
117,94.8,30.2,44.5,6400,3200,10200,13.127250,79.917377,Fatigue
130,96.0,30.4,43.3,4400,2000,13000,13.127252,79.917379,Panic_Risk
158,95.4,30.9,44.7,5400,2600,11600,13.127251,79.917378,Injury_Risk
177,94.8,30.2,44.5,6400,3200,10200,13.127250,79.917377,Injury_Risk
136,90.8,30.7,50.1,2380,3680,16640,13.127249,79.917376,Panic_Risk
148,89.6,30.8,51.3,2660,-4280,17000,13.127248,79.917375,Panic_Risk
167,88.2,30.9,52.4,-3080,920,17420,13.127247,79.917374,Panic_Risk
186,90.8,30.7,50.1,2380,3680,16640,13.127249,79.917376,Panic_Risk
189,89.6,30.8,41.3,2660,-4280,17000,13.127248,79.917375,Panic_Risk
190,88.2,30.9,42.4,-3080,920,17420,13.127247,79.917374,Panic_Risk
65,99.0,29.2,40.2,1412,-228,15976,13.127296,79.917423,Normal
70,98.8,29.3,40.3,1424,-212,16020,13.127295,79.917422,Normal
87,98.5,29.5,41.5,1400,-260,16032,13.127294,79.917421,Normal
94,98.2,29.6,41.6,1432,-236,15992,13.127293,79.917420,Normal
107,94.5,29.5,41.5,1400,-260,16032,13.127294,79.917421,Fatigue
114,95.2,29.6,41.6,1432,-236,15992,13.127293,79.917420,Fatigue
71,97.8,29.5,42.6,1500,-160,16048,13.127292,79.917419,Normal
88,97.4,29.9,42.4,1476,320,16120,13.127291,79.917418,Normal
95,98.0,29.7,32.5,1448,760,16168,13.127290,79.917417,Normal
102,95.6,29.0,43.2,1512,-500,16100,13.127289,79.917416,Fatigue
113,95.0,29.7,32.5,1448,760,16168,13.127290,79.917417,Fatigue
132,95.6,29.0,33.2,1512,-500,16100,13.127289,79.917416,Fatigue
70,99.2,29.4,33.9,1180,1320,15952,13.127288,79.917415,Normal
88,98.8,29.3,34.2,1080,1840,15876,13.127287,79.917414,Normal
98,97.2,29.6,34.7,980,2360,15812,13.127286,79.917413,Normal
105,95.2,29.4,43.9,1180,1320,15952,13.127288,79.917415,Fatigue
128,95.8,29.3,44.2,1080,1840,15876,13.127287,79.917414,Fatigue
146,90.2,29.6,44.7,980,2360,15812,13.127286,79.917413,Panic_Risk
72,99.0,29.1,43.3,1360,-1640,15940,13.127285,79.917412,Normal
80,98.6,29.6,34.0,1280,-2160,15884,13.127284,79.917411,Normal
99,98.0,29.9,34.1,1180,-2680,15820,13.127283,79.917410,Normal
110,95.6,29.6,44.0,1280,-2160,15884,13.127284,79.917411,Fatigue
139,90.0,29.9,44.1,1180,-2680,15820,13.127283,79.917410,Panic_Risk
68,96.8,29.0,32.4,-800,-250,16000,13.127282,79.917409,Normal
96,98.4,29.4,33.3,-1200,-220,15980,13.127281,79.917408,Normal
114,95.8,29.2,43.6,-1600,-180,15960,13.127280,79.917407,Fatigue
146,90.4,29.4,43.3,-1200,-220,15980,13.127281,79.917408,Panic_Risk
154,92.8,29.2,43.6,-1600,-180,15960,13.127280,79.917407,Panic_Risk
70,96.6,29.7,42.0,2200,-210,16008,13.127279,79.917406,Normal
98,97.2,29.8,33.1,2800,-176,15972,13.127278,79.917405,Normal
108,95.4,29.9,34.4,3440,-144,15936,13.127277,79.917404,Fatigue
118,95.6,29.7,32.0,2200,-210,16008,13.127279,79.917406,Fatigue
139,92.2,29.8,33.1,2800,-176,15972,13.127278,79.917405,Panic_Risk
168,91.6,29.9,34.4,3440,-144,15936,13.127277,79.917404,Panic_Risk
66,97.0,29.4,42.9,1412,-220,17280,13.127276,79.917403,Normal
84,96.6,29.7,33.8,1440,-204,17680,13.127275,79.917402,Normal
93,96.0,29.3,33.6,1456,-188,18080,13.127274,79.917401,Normal
106,95.0,29.4,32.9,1412,-220,17280,13.127276,79.917403,Fatigue
134,92.6,29.7,33.8,1440,-204,17680,13.127275,79.917402,Panic_Risk
153,93.0,29.3,33.6,1456,-188,18080,13.127274,79.917401,Panic_Risk
68,96.8,29.1,42.1,1420,-260,14880,13.127273,79.917400,Normal
87,97.2,29.4,43.6,1400,-292,14460,13.127272,79.917399,Normal
102,95.6,29.3,43.4,1384,-324,14040,13.127271,79.917398,Fatigue
112,96.8,29.1,42.1,1420,-260,14880,13.127273,79.917400,Fatigue
147,93.2,29.4,43.6,1400,-292,14460,13.127272,79.917399,Panic_Risk
166,94.6,29.3,43.4,1384,-324,14040,13.127271,79.917398,Panic_Risk
78,97.8,29.7,45.8,980,2860,16016,13.127270,79.917397,Normal
90,98.0,29.8,46.9,720,3820,16124,13.127269,79.917396,Normal
113,93.0,29.4,47.7,460,4780,16260,13.127268,79.917395,Fatigue
128,94.8,29.7,45.8,980,2860,16016,13.127270,79.917397,Fatigue
138,94.0,29.8,46.9,720,3820,16124,13.127269,79.917396,Panic_Risk
153,93.0,29.4,47.7,460,4780,16260,13.127268,79.917395,Panic_Risk
74,98.4,29.2,45.4,1560,-3360,16040,13.127267,79.917394,Normal
87,97.6,29.3,46.5,1740,-4340,16156,13.127266,79.917393,Normal
105,92.6,29.8,47.5,1940,-5320,16296,13.127265,79.917392,Fatigue
124,94.4,29.2,45.4,1560,-3360,16040,13.127267,79.917394,Fatigue
137,93.6,29.3,46.5,1740,-4340,16156,13.127266,79.917393,Panic_Risk
150,92.6,29.8,47.5,1940,-5320,16296,13.127265,79.917392,Panic_Risk
72,97.6,29.1,45.0,-3200,-260,16020,13.127264,79.917391,Normal
85,98.8,29.4,46.7,-4800,-220,15980,13.127263,79.917390,Normal
98,97.8,29.3,47.5,-6400,-180,15940,13.127262,79.917389,Normal
112,94.6,29.1,45.0,-3200,-260,16020,13.127264,79.917391,Fatigue
135,92.8,29.4,46.7,-4800,-220,15980,13.127263,79.917390,Panic_Risk
158,91.8,29.3,47.5,-6400,-180,15940,13.127262,79.917389,Panic_Risk
86,96.5,29.5,46.7,4200,-164,16088,13.127261,79.917388,Normal
99,97.2,29.0,47.2,5480,-120,16196,13.127260,79.917387,Normal
113,92.0,29.7,48.9,6880,-84,16324,13.127259,79.917386,Fatigue
126,94.2,29.5,46.7,4200,-164,16088,13.127261,79.917388,Fatigue
149,91.2,29.0,47.2,5480,-120,16196,13.127260,79.917387,Panic_Risk
170,92.0,29.7,48.9,6880,-84,16324,13.127259,79.917386,Panic_Risk
80,97.8,29.4,46.1,1560,-208,19120,13.127258,79.917385,Normal
94,98.8,29.8,47.1,1720,-152,20640,13.127257,79.917384,Normal
118,91.6,29.2,48.3,1880,-96,20420,13.127256,79.917383,Fatigue
130,93.8,29.4,46.1,1560,-208,19120,13.127258,79.917385,Panic_Risk
144,92.8,29.8,47.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
158,91.6,29.2,48.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
84,98.2,29.7,47.2,1500,-308,13680,13.127255,79.917382,Normal
108,92.2,29.8,48.9,1640,-420,12420,13.127254,79.917381,Fatigue
122,91.0,29.3,49.7,1780,-536,11540,13.127253,79.917380,Fatigue
144,93.2,29.7,47.2,1500,-308,13680,13.127255,79.917382,Injury_Risk
160,92.2,29.8,48.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
172,91.0,29.3,49.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
80,98.0,29.4,43.3,4400,2000,13000,13.127252,79.917379,Normal
98,97.4,29.9,44.7,5400,2600,11600,13.127251,79.917378,Normal
107,93.8,29.2,44.5,6400,3200,10200,13.127250,79.917377,Fatigue
120,94.0,29.4,43.3,4400,2000,13000,13.127252,79.917379,Fatigue
138,93.4,29.9,44.7,5400,2600,11600,13.127251,79.917378,Injury_Risk
157,93.8,29.2,44.5,6400,3200,10200,13.127250,79.917377,Injury_Risk
136,90.8,29.7,50.1,2380,3680,16640,13.127249,79.917376,Panic_Risk
148,89.6,29.8,51.3,2660,-4280,17000,13.127248,79.917375,Panic_Risk
167,88.2,29.9,52.4,-3080,920,17420,13.127247,79.917374,Panic_Risk
176,90.8,29.7,50.1,2380,3680,16640,13.127249,79.917376,Panic_Risk
189,89.6,29.8,51.3,2660,-4280,17000,13.127248,79.917375,Panic_Risk
190,88.2,29.9,42.4,-3080,920,17420,13.127247,79.917374,Panic_Risk
65,99.0,28.2,40.2,1412,-228,15976,13.127296,79.917423,Normal
70,98.8,28.3,40.3,1424,-212,16020,13.127295,79.917422,Normal
87,98.5,28.5,41.5,1400,-260,16032,13.127294,79.917421,Normal
94,98.2,28.6,41.6,1432,-236,15992,13.127293,79.917420,Normal
107,94.5,28.5,41.5,1400,-260,16032,13.127294,79.917421,Fatigue
114,95.2,28.6,41.6,1432,-236,15992,13.127293,79.917420,Fatigue
71,97.8,28.5,42.6,1500,-160,16048,13.127292,79.917419,Normal
88,97.4,28.9,42.4,1476,320,16120,13.127291,79.917418,Normal
95,98.0,28.7,32.5,1448,760,16168,13.127290,79.917417,Normal
102,95.6,28.0,43.2,1512,-500,16100,13.127289,79.917416,Fatigue
113,95.0,28.7,32.5,1448,760,16168,13.127290,79.917417,Fatigue
132,95.6,28.0,33.2,1512,-500,16100,13.127289,79.917416,Fatigue
70,99.2,28.4,33.9,1180,1320,15952,13.127288,79.917415,Normal
88,98.8,28.3,34.2,1080,1840,15876,13.127287,79.917414,Normal
98,97.2,28.6,34.7,980,2360,15812,13.127286,79.917413,Normal
105,95.2,28.4,43.9,1180,1320,15952,13.127288,79.917415,Fatigue
128,95.8,28.3,44.2,1080,1840,15876,13.127287,79.917414,Fatigue
146,90.2,28.6,44.7,980,2360,15812,13.127286,79.917413,Panic_Risk
72,99.0,28.1,43.3,1360,-1640,15940,13.127285,79.917412,Normal
80,98.6,28.6,34.0,1280,-2160,15884,13.127284,79.917411,Normal
99,98.0,28.9,34.1,1180,-2680,15820,13.127283,79.917410,Normal
110,95.6,28.6,44.0,1280,-2160,15884,13.127284,79.917411,Fatigue
139,90.0,28.9,44.1,1180,-2680,15820,13.127283,79.917410,Panic_Risk
68,96.8,28.0,32.4,-800,-250,16000,13.127282,79.917409,Normal
96,98.4,28.4,33.3,-1200,-220,15980,13.127281,79.917408,Normal
114,95.8,28.2,43.6,-1600,-180,15960,13.127280,79.917407,Fatigue
146,90.4,28.4,43.3,-1200,-220,15980,13.127281,79.917408,Panic_Risk
154,92.8,28.2,43.6,-1600,-180,15960,13.127280,79.917407,Panic_Risk
70,96.6,28.7,42.0,2200,-210,16008,13.127279,79.917406,Normal
98,97.2,28.8,33.1,2800,-176,15972,13.127278,79.917405,Normal
108,95.4,28.9,34.4,3440,-144,15936,13.127277,79.917404,Fatigue
118,95.6,28.7,32.0,2200,-210,16008,13.127279,79.917406,Fatigue
139,92.2,28.8,33.1,2800,-176,15972,13.127278,79.917405,Panic_Risk
168,91.6,28.9,34.4,3440,-144,15936,13.127277,79.917404,Panic_Risk
66,97.0,28.4,42.9,1412,-220,17280,13.127276,79.917403,Normal
84,96.6,28.7,33.8,1440,-204,17680,13.127275,79.917402,Normal
93,96.0,28.3,33.6,1456,-188,18080,13.127274,79.917401,Normal
106,95.0,28.4,32.9,1412,-220,17280,13.127276,79.917403,Fatigue
134,92.6,28.7,33.8,1440,-204,17680,13.127275,79.917402,Panic_Risk
153,93.0,28.3,33.6,1456,-188,18080,13.127274,79.917401,Panic_Risk
68,96.8,28.1,42.1,1420,-260,14880,13.127273,79.917400,Normal
87,97.2,28.4,43.6,1400,-292,14460,13.127272,79.917399,Normal
102,95.6,28.3,43.4,1384,-324,14040,13.127271,79.917398,Fatigue
112,96.8,28.1,42.1,1420,-260,14880,13.127273,79.917400,Fatigue
147,93.2,28.4,43.6,1400,-292,14460,13.127272,79.917399,Panic_Risk
166,94.6,28.3,43.4,1384,-324,14040,13.127271,79.917398,Panic_Risk
78,97.8,28.7,45.8,980,2860,16016,13.127270,79.917397,Normal
90,98.0,28.8,46.9,720,3820,16124,13.127269,79.917396,Normal
113,93.0,28.4,47.7,460,4780,16260,13.127268,79.917395,Fatigue
128,94.8,28.7,45.8,980,2860,16016,13.127270,79.917397,Fatigue
138,94.0,28.8,46.9,720,3820,16124,13.127269,79.917396,Panic_Risk
153,93.0,28.4,47.7,460,4780,16260,13.127268,79.917395,Panic_Risk
74,98.4,28.2,45.4,1560,-3360,16040,13.127267,79.917394,Normal
87,97.6,28.3,46.5,1740,-4340,16156,13.127266,79.917393,Normal
105,92.6,28.8,47.5,1940,-5320,16296,13.127265,79.917392,Fatigue
124,94.4,28.2,45.4,1560,-3360,16040,13.127267,79.917394,Fatigue
137,93.6,28.3,46.5,1740,-4340,16156,13.127266,79.917393,Panic_Risk
150,92.6,28.8,47.5,1940,-5320,16296,13.127265,79.917392,Panic_Risk
72,97.6,28.1,45.0,-3200,-260,16020,13.127264,79.917391,Normal
85,98.8,28.4,46.7,-4800,-220,15980,13.127263,79.917390,Normal
98,97.8,28.3,47.5,-6400,-180,15940,13.127262,79.917389,Normal
112,94.6,28.1,45.0,-3200,-260,16020,13.127264,79.917391,Fatigue
135,92.8,28.4,46.7,-4800,-220,15980,13.127263,79.917390,Panic_Risk
158,91.8,28.3,47.5,-6400,-180,15940,13.127262,79.917389,Panic_Risk
86,96.5,28.5,46.7,4200,-164,16088,13.127261,79.917388,Normal
99,97.2,28.0,47.2,5480,-120,16196,13.127260,79.917387,Normal
113,92.0,28.7,48.9,6880,-84,16324,13.127259,79.917386,Fatigue
126,94.2,28.5,46.7,4200,-164,16088,13.127261,79.917388,Fatigue
149,91.2,28.0,47.2,5480,-120,16196,13.127260,79.917387,Panic_Risk
170,92.0,28.7,48.9,6880,-84,16324,13.127259,79.917386,Panic_Risk
80,97.8,28.4,46.1,1560,-208,19120,13.127258,79.917385,Normal
94,98.8,28.8,47.1,1720,-152,20640,13.127257,79.917384,Normal
118,91.6,28.2,48.3,1880,-96,20420,13.127256,79.917383,Fatigue
130,93.8,28.4,46.1,1560,-208,19120,13.127258,79.917385,Panic_Risk
144,92.8,28.8,47.1,1720,-152,20640,13.127257,79.917384,Injury_Risk
158,91.6,28.2,48.3,1880,-96,20420,13.127256,79.917383,Injury_Risk
84,98.2,28.7,47.2,1500,-308,13680,13.127255,79.917382,Normal
108,92.2,28.8,48.9,1640,-420,12420,13.127254,79.917381,Fatigue
122,91.0,28.3,49.7,1780,-536,11540,13.127253,79.917380,Fatigue
144,93.2,28.7,47.2,1500,-308,13680,13.127255,79.917382,Injury_Risk
160,92.2,28.8,48.9,1640,-420,12420,13.127254,79.917381,Injury_Risk
172,91.0,28.3,49.7,1780,-536,11540,13.127253,79.917380,Injury_Risk
80,98.0,28.4,43.3,4400,2000,13000,13.127252,79.917379,Normal
98,97.4,28.9,44.7,5400,2600,11600,13.127251,79.917378,Normal
107,93.8,28.2,44.5,6400,3200,10200,13.127250,79.917377,Fatigue
